ActivityID,PartID,QuantityUsed,UnitCostAtTime
1232,16,5,2380221.57
1232,14,4,1218753.86
1232,10,5,2366842.34
1233,9,5,2897470.78
1233,11,4,27495.06
1234,17,1,963260.15
1234,9,3,3041312.62
1234,7,5,172114.99
1234,10,3,2347385.57
1236,13,2,216405.26
1236,14,2,1238197.35
1236,12,3,2972390.79
1236,6,3,1584758.31
1237,9,4,2995717.88
1238,2,1,116228.35
1238,14,1,1312162.95
1238,13,5,217357.67
1238,9,2,3416073.1
1239,15,4,426415.27
1239,8,4,2299439.6
1239,17,2,847954.21
1240,7,1,185121.4
1240,3,1,163890.84
1241,8,4,2189542.05
1241,18,4,62953.81
1241,2,5,113607.87
1242,6,4,1428787.55
1242,8,5,2362922.2
1242,5,1,622542.99
1243,8,4,2278537.1
1243,6,5,1554862.89
1243,9,1,2942313.17
1244,16,3,2728091.83
1244,8,4,2248613.65
1244,6,3,1450490.22
1244,4,3,254511.19
1245,15,5,440203.84
1245,1,2,366401.94
1246,17,2,903591.42
1246,15,2,433194.28
1246,3,1,186220.87
1246,7,1,162430.61
1248,5,1,674114.94
1248,6,3,1415824.9
1248,1,3,332632.73
1248,10,1,2352324.25
1251,10,2,2834254.26
1251,4,1,249987.61
1251,13,1,183455.45
1251,2,5,111117.77
1252,3,2,194256.06
1252,2,2,114080.06
1252,6,4,1548143.35
1252,5,1,668041.47
1253,5,4,674988.79
1253,1,3,333013.56
1255,9,1,3124991.36
1255,17,3,989272.54
1256,11,3,28067.58
1256,2,1,119801.32
1257,13,5,195705.38
1258,11,1,27863.24
1258,18,4,56620.64
1258,3,1,194853.93
1259,10,1,2358127.67
1259,11,1,30428.07
1260,16,4,2259382.4
1260,10,4,2417404.22
1263,7,3,167457.87
1263,15,3,486415.58
1263,1,5,315259.26
1264,3,4,177698.08
1264,15,1,453611.58
1264,16,1,2442211.94
1265,8,1,2229587.31
1265,16,3,2416719.86
1265,14,3,1176147.55
1267,4,5,256960.42
1267,14,3,1099309.63
1268,3,3,185320.53
1268,7,2,181961.12
1268,10,4,2683581.73
1269,2,4,129515.06
1269,9,3,3191362.27
1270,17,2,835189.73
1270,4,2,217217.5
1270,10,5,2464012.27
1271,9,1,3387353.07
1271,16,3,2499842.08
1271,18,4,65598.89
1274,13,1,193508.74
1274,14,1,1177321.89
1275,13,5,198334.81
1276,7,2,188677.85
1276,14,2,1301955.79
1276,9,1,3350694.22
1276,10,4,2679992.39
1277,8,5,2000152.75
1277,9,2,2889193.73
1277,12,1,3026610.92
1279,9,5,2989241.21
1279,7,5,164302.47
1279,8,1,2030239.06
1280,2,5,113293.74
1280,7,2,177343.61
1280,6,4,1447270.48
1280,15,5,454129.63
1281,7,2,189512.2
1281,16,5,2336723.82
1284,10,2,2733926.04
1284,17,2,935333.24
1285,3,2,177791.8
1285,7,5,163465.16
1285,17,1,952389.41
1285,16,5,2438065.53
1286,3,1,193666.57
1290,18,1,62480.89
1291,13,3,196648.89
1291,9,4,3323109.33
1291,4,2,222868.22
1291,8,3,2210158.22
1292,17,2,978856.13
1292,8,5,2284336.37
1292,6,5,1404000.14
1293,2,5,130807.15
1293,3,3,174522.73
1293,11,1,30346.26
1294,3,1,197517.73
1296,9,3,3432147.88
1296,5,5,650980.3
1296,14,4,1264879.51
1296,8,2,2101627.7
1297,16,1,2648306.49
1298,17,4,841738.29
1298,4,1,218593.33
1298,13,3,191402.58
1299,5,3,628458.3
1299,8,4,1999059.69
1299,3,1,195295.01
1300,14,2,1268518.08
1301,1,5,323124.56
1301,7,2,187970.51
1301,10,5,2641476.12
1302,8,2,2308718.17
1302,6,3,1419018.97
1302,17,1,868703.8
1304,8,4,2362749.97
1305,7,2,164647.07
1305,4,5,239251.57
1305,3,4,167217.89
1306,4,4,224546.92
1306,2,3,111273.71
1306,1,2,359241.48
1306,8,3,2068972.79
1307,9,1,3323014.74
1309,7,2,165999.93
1309,1,4,347100.52
1310,4,3,226552.97
1311,2,5,111762.91
1311,3,5,194600.81
1312,12,5,2998802.25
1312,2,1,117880.71
1312,15,5,449029.21
1312,6,2,1527474.26
1313,9,3,2889282.47
1313,6,4,1570853.66
1313,13,2,189913.26
1314,16,5,2361203.31
1314,8,5,2396351.04
1314,2,5,129558.04
1315,18,1,54480.7
1315,3,4,188405.15
1315,17,5,816051.7
1316,5,4,647305.01
1316,17,1,891439.45
1316,10,2,2383207.59
1316,18,1,62317.92
1317,18,2,55592.54
1317,2,3,113737.5
1317,9,1,2890195.31
1318,4,2,249758.62
1318,6,5,1574186.01
1320,5,4,685338.55
1320,7,4,168658.05
1320,10,3,2665941.7
1323,2,3,120742.09
1323,9,3,3152577.44
1323,14,3,1247533.2
1324,13,5,203009.17
1324,12,2,2961107.43
1324,2,1,122890.93
1324,7,3,188487.39
1326,16,3,2693988.95
1326,5,1,634784.15
1326,1,4,358339.34
1326,14,3,1167943.92
1327,4,1,242916.39
1327,5,2,602992.75
1327,14,3,1137271.85
1327,6,1,1544711.52
1328,18,2,63038.08
1328,10,2,2506641.18
1328,14,3,1200855.83
1328,9,4,3057373.01
1330,2,3,118857.86
1330,1,5,351867.78
1332,8,5,2278455.65
1332,16,5,2699725.6
1332,17,4,921771.23
1334,8,4,2018415.85
1335,13,2,191534.91
1335,10,1,2396869.76
1335,5,3,599563.2
1336,15,4,418544.83
