ActivityID,MechanicID,LabourHours,RoleInActivity
876,24,7.32,Electric Specialist
877,4,6.88,Electric Specialist
878,3,2.64,Lead Mechanic
879,2,4.05,Inspector
880,36,3.43,Assistant Mechanic
881,5,6.72,Electric Specialist
881,21,4.52,Lead Mechanic
881,40,5.91,Electric Specialist
882,28,5.04,Lead Mechanic
883,21,5.86,Inspector
883,16,2.86,Electric Specialist
883,17,2.73,Lead Mechanic
884,20,6.22,Inspector
884,16,2.61,Assistant Mechanic
885,26,3.61,Assistant Mechanic
885,12,4.98,Inspector
886,38,7.73,Lead Mechanic
887,15,2.59,Inspector
887,35,7.62,Inspector
887,13,7.37,Assistant Mechanic
888,40,3.96,Electric Specialist
888,11,1.17,Inspector
888,30,4.5,Electric Specialist
889,26,0.67,Lead Mechanic
890,7,1.37,Electric Specialist
891,29,4.04,Electric Specialist
891,5,5.49,Assistant Mechanic
891,35,4.79,Assistant Mechanic
892,37,0.93,Electric Specialist
893,10,4.66,Lead Mechanic
893,21,6.62,Lead Mechanic
894,42,7.58,Inspector
894,1,0.69,Inspector
894,27,3.56,Electric Specialist
895,26,7.13,Lead Mechanic
895,1,3.62,Lead Mechanic
895,22,7.52,Assistant Mechanic
896,24,6.96,Electric Specialist
896,11,1.98,Inspector
897,29,5.44,Inspector
898,38,0.7,Inspector
899,27,7.76,Lead Mechanic
900,29,1.93,Electric Specialist
900,9,4.78,Electric Specialist
901,3,4.76,Lead Mechanic
902,15,6.2,Lead Mechanic
902,13,5.56,Assistant Mechanic
903,8,7.87,Inspector
903,34,3.86,Inspector
904,24,1.78,Lead Mechanic
904,21,2.36,Electric Specialist
904,3,7.78,Inspector
905,18,6.91,Electric Specialist
905,32,3.19,Assistant Mechanic
905,8,6.66,Lead Mechanic
906,46,0.58,Inspector
906,2,4.66,Assistant Mechanic
907,10,1.59,Lead Mechanic
907,28,1.11,Lead Mechanic
907,35,1.58,Lead Mechanic
908,10,7.52,Assistant Mechanic
908,26,0.86,Electric Specialist
909,31,5.84,Electric Specialist
909,37,2.85,Electric Specialist
909,24,1.28,Electric Specialist
910,29,0.62,Lead Mechanic
910,10,3.77,Electric Specialist
910,24,2.34,Inspector
911,29,5.81,Inspector
911,46,4.92,Assistant Mechanic
911,42,6.89,Assistant Mechanic
912,41,3.1,Lead Mechanic
913,41,4.68,Electric Specialist
914,13,2.97,Electric Specialist
914,6,1.03,Lead Mechanic
914,15,4.93,Assistant Mechanic
915,27,4.13,Electric Specialist
915,28,3.2,Lead Mechanic
915,8,4.44,Assistant Mechanic
916,25,3.66,Electric Specialist
916,2,1.08,Inspector
917,45,7.19,Inspector
917,4,4.56,Assistant Mechanic
918,8,7.67,Assistant Mechanic
918,43,6.77,Electric Specialist
918,31,2.5,Lead Mechanic
919,13,2.55,Assistant Mechanic
919,18,2.56,Assistant Mechanic
919,43,7.15,Inspector
920,21,7.7,Lead Mechanic
920,38,4.33,Electric Specialist
920,39,1.31,Inspector
921,25,2.35,Electric Specialist
921,44,4.86,Assistant Mechanic
922,33,3.68,Assistant Mechanic
922,5,1.71,Lead Mechanic
922,35,4.01,Assistant Mechanic
923,44,7.16,Assistant Mechanic
923,26,3.84,Lead Mechanic
923,22,1.42,Electric Specialist
924,38,5.07,Assistant Mechanic
924,12,1.5,Electric Specialist
924,34,3.56,Assistant Mechanic
925,35,4.06,Electric Specialist
925,32,0.83,Assistant Mechanic
926,2,5.85,Electric Specialist
927,17,3.23,Lead Mechanic
928,21,6.16,Lead Mechanic
929,9,1.51,Electric Specialist
929,25,1.38,Lead Mechanic
929,22,3.52,Inspector
930,28,6.94,Inspector
930,23,4.56,Lead Mechanic
931,12,5.85,Lead Mechanic
931,41,5.33,Assistant Mechanic
932,18,7.56,Assistant Mechanic
932,38,3.68,Inspector
933,32,1.7,Lead Mechanic
933,5,5.77,Inspector
934,36,5.3,Inspector
934,29,1.06,Inspector
934,28,4.06,Assistant Mechanic
935,44,2.36,Lead Mechanic
936,40,4.87,Electric Specialist
936,6,4.44,Assistant Mechanic
936,16,6.52,Lead Mechanic
937,33,1.7,Electric Specialist
938,32,1.84,Lead Mechanic
938,12,4.21,Lead Mechanic
939,5,0.71,Assistant Mechanic
939,14,1.92,Electric Specialist
939,24,4.4,Inspector
940,19,4.21,Assistant Mechanic
940,39,3.7,Electric Specialist
940,10,2.59,Electric Specialist
941,11,7.68,Inspector
942,8,7.31,Inspector
942,37,2.53,Electric Specialist
943,17,7.93,Electric Specialist
943,31,0.82,Lead Mechanic
943,11,7.4,Assistant Mechanic
944,6,1.33,Lead Mechanic
944,31,3.39,Inspector
944,32,2.54,Assistant Mechanic
945,36,3.34,Assistant Mechanic
945,13,2.54,Lead Mechanic
945,38,7.27,Inspector
946,38,5.61,Inspector
947,46,7.93,Electric Specialist
947,18,7.62,Assistant Mechanic
948,3,3.81,Lead Mechanic
949,36,4.53,Electric Specialist
949,3,6.44,Assistant Mechanic
950,10,5.14,Electric Specialist
950,16,5.29,Electric Specialist
951,31,1.45,Assistant Mechanic
951,21,4.83,Electric Specialist
951,13,5.76,Inspector
952,37,4.27,Inspector
952,4,7.56,Inspector
952,24,4.35,Inspector
953,19,7.36,Lead Mechanic
953,44,1.0,Lead Mechanic
954,18,3.51,Lead Mechanic
955,2,6.13,Assistant Mechanic
955,28,4.55,Inspector
955,7,4.18,Lead Mechanic
956,45,3.47,Electric Specialist
957,44,3.79,Lead Mechanic
958,24,1.46,Electric Specialist
958,3,0.99,Assistant Mechanic
958,36,2.8,Inspector
959,25,5.09,Inspector
959,19,7.93,Lead Mechanic
960,31,3.1,Assistant Mechanic
961,4,7.88,Lead Mechanic
961,45,3.91,Inspector
962,19,4.94,Assistant Mechanic
963,29,1.36,Lead Mechanic
963,36,1.63,Electric Specialist
964,2,6.8,Inspector
964,5,2.3,Electric Specialist
965,9,2.29,Assistant Mechanic
965,43,4.96,Assistant Mechanic
965,35,6.68,Lead Mechanic
966,6,7.69,Inspector
966,42,7.18,Lead Mechanic
966,36,0.92,Electric Specialist
967,15,3.4,Inspector
967,10,2.09,Assistant Mechanic
968,32,7.68,Assistant Mechanic
968,25,2.9,Electric Specialist
968,3,7.75,Inspector
969,10,6.64,Assistant Mechanic
969,19,6.93,Assistant Mechanic
970,19,1.62,Assistant Mechanic
970,31,5.31,Assistant Mechanic
971,16,5.25,Lead Mechanic
971,11,6.3,Assistant Mechanic
972,9,1.62,Electric Specialist
973,25,4.24,Inspector
973,7,4.46,Inspector
974,18,6.65,Assistant Mechanic
974,43,0.69,Lead Mechanic
974,5,5.98,Lead Mechanic
975,37,2.67,Assistant Mechanic
975,46,2.6,Assistant Mechanic
975,10,5.0,Assistant Mechanic
976,39,3.28,Assistant Mechanic
976,32,4.35,Assistant Mechanic
977,2,6.21,Assistant Mechanic
978,32,4.6,Lead Mechanic
978,17,6.66,Assistant Mechanic
978,40,5.08,Electric Specialist
979,29,3.26,Lead Mechanic
979,35,2.57,Inspector
980,18,2.84,Inspector
980,39,6.0,Assistant Mechanic
981,42,4.17,Electric Specialist
981,30,4.72,Assistant Mechanic
981,15,6.44,Assistant Mechanic
982,35,2.02,Inspector
982,14,3.29,Electric Specialist
983,41,4.56,Lead Mechanic
983,15,2.24,Assistant Mechanic
983,32,7.84,Lead Mechanic
984,25,2.97,Lead Mechanic
985,27,2.39,Electric Specialist
986,40,7.33,Electric Specialist
986,25,0.76,Electric Specialist
986,29,1.3,Electric Specialist
987,24,5.17,Lead Mechanic
988,35,3.47,Inspector
988,15,3.03,Lead Mechanic
988,24,2.04,Inspector
989,4,5.8,Assistant Mechanic
990,17,7.22,Electric Specialist
990,6,1.94,Assistant Mechanic
990,5,0.68,Assistant Mechanic
991,3,1.12,Electric Specialist
992,35,7.99,Assistant Mechanic
993,28,4.54,Electric Specialist
993,3,3.66,Lead Mechanic
993,26,6.13,Lead Mechanic
994,40,4.58,Electric Specialist
994,27,6.52,Electric Specialist
994,19,2.85,Electric Specialist
995,7,5.19,Inspector
995,37,4.81,Lead Mechanic
995,11,1.15,Lead Mechanic
996,40,7.52,Inspector
997,42,6.95,Inspector
997,14,0.61,Assistant Mechanic
997,34,1.6,Electric Specialist
998,13,5.13,Electric Specialist
998,9,5.05,Electric Specialist
999,44,5.45,Lead Mechanic
1000,6,6.86,Inspector
1000,16,6.35,Assistant Mechanic
1000,1,1.79,Electric Specialist
1001,5,4.69,Electric Specialist
1001,7,2.82,Lead Mechanic
1001,43,7.86,Inspector
1002,25,2.7,Inspector
1003,22,7.06,Assistant Mechanic
1003,39,5.16,Inspector
1004,31,3.74,Lead Mechanic
1004,36,0.89,Lead Mechanic
1004,10,0.53,Electric Specialist
1005,13,1.9,Electric Specialist
1006,1,6.7,Inspector
1007,13,2.01,Inspector
1007,37,5.15,Assistant Mechanic
1007,6,1.38,Lead Mechanic
1008,14,4.38,Assistant Mechanic
1008,36,1.26,Assistant Mechanic
1009,46,7.05,Inspector
1009,1,1.71,Assistant Mechanic
1009,20,2.29,Electric Specialist
1010,28,0.75,Lead Mechanic
1011,43,7.77,Electric Specialist
1012,36,5.18,Assistant Mechanic
1013,35,1.45,Lead Mechanic
1013,11,0.79,Inspector
1013,5,6.18,Lead Mechanic
1014,4,4.18,Inspector
1014,39,4.73,Lead Mechanic
1015,44,1.66,Lead Mechanic
1015,41,4.86,Electric Specialist
1016,26,6.68,Lead Mechanic
1016,28,7.79,Lead Mechanic
1016,43,5.03,Inspector
1017,13,4.98,Inspector
1017,5,1.55,Assistant Mechanic
1018,21,1.73,Lead Mechanic
1018,16,2.44,Electric Specialist
1019,12,3.1,Electric Specialist
1019,42,7.58,Assistant Mechanic
1019,44,1.97,Assistant Mechanic
1020,24,4.86,Inspector
1020,3,7.3,Inspector
1021,15,7.5,Inspector
1021,6,6.1,Assistant Mechanic
1021,32,7.94,Lead Mechanic
1022,26,1.11,Electric Specialist
1023,46,6.02,Electric Specialist
1023,25,2.0,Assistant Mechanic
1023,15,1.64,Inspector
1024,24,2.46,Assistant Mechanic
1024,35,3.52,Lead Mechanic
1025,3,6.67,Lead Mechanic
1025,7,0.54,Inspector
1026,36,1.45,Assistant Mechanic
1026,34,7.49,Assistant Mechanic
1027,22,1.52,Inspector
1027,34,7.86,Assistant Mechanic
1027,28,5.42,Assistant Mechanic
1028,9,3.63,Lead Mechanic
1028,10,0.62,Inspector
1029,18,7.21,Inspector
1029,10,3.36,Electric Specialist
1029,13,6.38,Electric Specialist
1030,27,5.96,Electric Specialist
1030,1,1.31,Assistant Mechanic
1031,8,2.44,Inspector
1031,32,1.79,Lead Mechanic
1032,20,4.52,Assistant Mechanic
1032,16,5.74,Lead Mechanic
1032,40,2.37,Lead Mechanic
1033,39,2.46,Electric Specialist
1033,27,7.6,Lead Mechanic
1034,26,5.49,Electric Specialist
1035,36,1.33,Lead Mechanic
1035,23,3.84,Electric Specialist
1036,46,1.36,Inspector
1036,45,4.19,Electric Specialist
1036,28,7.41,Inspector
1037,38,3.69,Electric Specialist
1037,30,4.73,Electric Specialist
1037,25,3.26,Lead Mechanic
1038,36,7.65,Electric Specialist
1039,45,3.58,Inspector
1039,20,7.95,Assistant Mechanic
1040,46,6.53,Electric Specialist
1040,19,3.34,Inspector
1041,29,4.69,Assistant Mechanic
1041,43,0.81,Lead Mechanic
1042,32,5.47,Assistant Mechanic
1043,11,4.42,Assistant Mechanic
1043,44,4.14,Inspector
1044,3,7.61,Electric Specialist
1045,24,1.69,Electric Specialist
1045,15,5.27,Inspector
1045,21,6.57,Electric Specialist
1046,25,6.46,Electric Specialist
1047,36,6.55,Lead Mechanic
1047,13,1.59,Lead Mechanic
1047,3,1.94,Inspector
1048,13,0.87,Electric Specialist
1049,37,5.92,Lead Mechanic
1049,2,1.48,Lead Mechanic
1050,13,2.35,Inspector
1050,12,0.97,Inspector
1051,22,7.47,Electric Specialist
1051,1,6.75,Electric Specialist
1052,36,1.43,Electric Specialist
1053,5,4.97,Inspector
1054,18,0.9,Electric Specialist
1054,35,3.87,Electric Specialist
1055,46,1.55,Lead Mechanic
1055,28,5.49,Electric Specialist
1056,5,3.11,Assistant Mechanic
1056,26,7.97,Inspector
1057,31,4.12,Inspector
1057,13,1.73,Lead Mechanic
1058,8,1.58,Electric Specialist
1058,24,3.79,Electric Specialist
1059,2,0.55,Inspector
1060,23,3.55,Assistant Mechanic
1060,4,6.54,Electric Specialist
1061,16,2.05,Lead Mechanic
1061,43,1.9,Inspector
1062,42,7.77,Assistant Mechanic
1062,13,3.73,Electric Specialist
1063,1,2.05,Electric Specialist
1064,9,5.28,Lead Mechanic
1065,32,2.35,Assistant Mechanic
1065,3,7.25,Electric Specialist
1065,29,6.7,Lead Mechanic
1066,6,3.76,Electric Specialist
1067,2,5.86,Lead Mechanic
1067,29,2.51,Electric Specialist
1068,28,3.02,Assistant Mechanic
1068,2,6.05,Inspector
1068,3,4.8,Assistant Mechanic
1069,18,5.82,Lead Mechanic
1069,40,5.4,Electric Specialist
1070,24,5.13,Assistant Mechanic
1071,29,4.71,Assistant Mechanic
1071,40,3.62,Assistant Mechanic
1071,45,1.55,Inspector
1072,22,7.16,Lead Mechanic
1072,29,5.15,Inspector
1073,23,4.41,Lead Mechanic
1073,41,3.75,Lead Mechanic
1073,3,2.24,Assistant Mechanic
1074,1,5.34,Electric Specialist
1074,38,7.08,Lead Mechanic
1075,37,1.43,Assistant Mechanic
1075,14,2.36,Assistant Mechanic
1076,21,4.51,Inspector
1076,12,5.49,Assistant Mechanic
1077,25,2.43,Inspector
1078,33,3.54,Inspector
1078,7,3.62,Lead Mechanic
1079,11,4.28,Lead Mechanic
1079,41,2.96,Lead Mechanic
1080,27,2.76,Lead Mechanic
1080,30,5.23,Inspector
1081,7,5.71,Lead Mechanic
1081,29,3.68,Lead Mechanic
1081,42,1.54,Electric Specialist
1082,26,0.73,Assistant Mechanic
1083,17,7.35,Electric Specialist
1084,20,4.07,Electric Specialist
1085,23,3.44,Inspector
1085,39,0.75,Lead Mechanic
1086,43,6.81,Electric Specialist
1086,2,5.15,Electric Specialist
1086,12,2.78,Electric Specialist
1087,42,2.83,Electric Specialist
1088,2,3.06,Lead Mechanic
1088,6,1.56,Electric Specialist
1088,26,3.59,Inspector
1089,38,0.98,Inspector
1089,23,1.0,Assistant Mechanic
1090,41,3.36,Lead Mechanic
1090,2,6.4,Inspector
1090,12,1.84,Assistant Mechanic
1091,43,2.65,Electric Specialist
1091,19,4.41,Lead Mechanic
1091,32,2.08,Lead Mechanic
1092,18,5.31,Inspector
1092,35,6.0,Assistant Mechanic
1092,2,7.31,Lead Mechanic
1093,41,5.37,Electric Specialist
1094,40,1.2,Lead Mechanic
1095,8,1.5,Assistant Mechanic
1095,7,5.08,Inspector
1096,33,4.88,Assistant Mechanic
1096,19,7.67,Assistant Mechanic
1096,5,3.31,Assistant Mechanic
1097,15,7.93,Inspector
1098,17,4.0,Lead Mechanic
1098,28,5.9,Assistant Mechanic
1098,2,5.18,Assistant Mechanic
1099,38,5.47,Inspector
1100,9,1.75,Assistant Mechanic
1101,5,2.83,Assistant Mechanic
1102,6,1.09,Inspector
1103,38,3.89,Lead Mechanic
1103,45,2.43,Assistant Mechanic
1104,46,7.5,Lead Mechanic
1105,43,2.86,Assistant Mechanic
1105,3,4.87,Inspector
1106,46,1.75,Inspector
1107,42,7.47,Assistant Mechanic
1107,5,4.52,Inspector
1108,5,0.53,Inspector
1109,6,3.88,Inspector
1109,17,1.84,Assistant Mechanic
1109,34,0.53,Lead Mechanic
1110,11,4.5,Electric Specialist
1110,4,0.96,Electric Specialist
1110,7,5.28,Assistant Mechanic
1111,37,1.61,Inspector
1112,6,1.36,Assistant Mechanic
1113,2,4.56,Lead Mechanic
1113,6,7.53,Electric Specialist
1113,27,2.31,Assistant Mechanic
1114,7,7.12,Lead Mechanic
1114,37,3.91,Assistant Mechanic
1114,30,1.06,Lead Mechanic
1115,27,5.32,Inspector
1115,23,3.69,Inspector
1116,18,7.82,Lead Mechanic
1117,10,3.77,Electric Specialist
1118,27,1.02,Assistant Mechanic
1119,29,2.26,Inspector
1119,21,2.44,Assistant Mechanic
1120,6,5.22,Electric Specialist
1120,45,1.2,Lead Mechanic
1120,41,4.55,Lead Mechanic
1121,46,5.39,Lead Mechanic
1121,12,4.3,Assistant Mechanic
1122,16,7.09,Inspector
1122,4,5.05,Assistant Mechanic
1122,2,7.29,Inspector
1123,36,4.01,Lead Mechanic
1123,40,3.56,Electric Specialist
1124,8,4.52,Electric Specialist
1125,4,1.2,Lead Mechanic
1126,11,2.23,Electric Specialist
1126,4,3.51,Inspector
1126,31,5.51,Electric Specialist
1127,39,3.02,Inspector
1128,11,0.82,Inspector
1128,37,1.02,Assistant Mechanic
1129,27,3.98,Electric Specialist
1129,21,7.83,Assistant Mechanic
1129,5,5.37,Assistant Mechanic
1130,11,6.78,Lead Mechanic
1130,23,3.49,Assistant Mechanic
1131,40,2.14,Assistant Mechanic
1131,45,6.29,Inspector
1132,43,7.47,Lead Mechanic
1133,39,5.19,Assistant Mechanic
1133,7,7.88,Inspector
1133,12,4.42,Electric Specialist
1134,14,5.63,Lead Mechanic
1135,13,7.12,Lead Mechanic
1136,30,1.14,Lead Mechanic
1136,45,1.75,Inspector
1137,22,2.22,Electric Specialist
1137,44,5.06,Electric Specialist
1137,38,2.19,Inspector
1138,16,5.94,Electric Specialist
1138,21,4.6,Lead Mechanic
1139,27,6.7,Lead Mechanic
1139,25,0.57,Electric Specialist
1139,12,2.25,Assistant Mechanic
1140,44,4.09,Lead Mechanic
1140,23,4.39,Inspector
1141,45,4.54,Lead Mechanic
1142,30,2.2,Electric Specialist
1142,32,4.45,Electric Specialist
1142,35,0.98,Inspector
1143,17,7.72,Electric Specialist
1143,23,3.13,Assistant Mechanic
1144,4,7.18,Assistant Mechanic
1145,28,5.07,Electric Specialist
1145,36,2.82,Assistant Mechanic
1146,21,7.51,Inspector
1146,29,4.43,Lead Mechanic
1147,24,3.12,Lead Mechanic
1148,26,6.36,Electric Specialist
1148,23,4.76,Inspector
1148,13,3.89,Lead Mechanic
1149,43,7.4,Inspector
1150,42,6.96,Inspector
1150,27,7.44,Assistant Mechanic
1150,34,3.83,Assistant Mechanic
1151,17,6.86,Assistant Mechanic
1151,22,7.04,Assistant Mechanic
1152,10,6.6,Assistant Mechanic
1152,18,1.91,Lead Mechanic
1152,2,1.52,Inspector
1153,40,3.8,Inspector
1154,7,0.86,Assistant Mechanic
1155,20,1.48,Lead Mechanic
1155,8,0.96,Inspector
1155,43,0.8,Electric Specialist
1156,17,5.26,Lead Mechanic
1156,40,4.75,Assistant Mechanic
1157,19,4.75,Lead Mechanic
1158,1,4.93,Electric Specialist
1159,46,5.62,Assistant Mechanic
1159,29,7.15,Lead Mechanic
1159,2,1.05,Electric Specialist
1160,39,5.91,Electric Specialist
1160,15,3.97,Assistant Mechanic
1160,20,5.06,Electric Specialist
1161,25,5.05,Lead Mechanic
1161,29,5.71,Electric Specialist
1162,8,7.51,Electric Specialist
1163,12,4.89,Assistant Mechanic
1163,5,4.13,Lead Mechanic
1163,42,5.86,Lead Mechanic
1164,33,2.4,Electric Specialist
1164,42,2.68,Electric Specialist
1165,20,3.24,Electric Specialist
1166,13,7.85,Electric Specialist
1166,44,1.95,Lead Mechanic
1167,14,3.24,Assistant Mechanic
1168,36,4.02,Inspector
1168,25,3.56,Inspector
1169,15,2.04,Lead Mechanic
1169,8,7.05,Inspector
1170,5,3.65,Assistant Mechanic
1170,13,2.14,Assistant Mechanic
1171,10,0.76,Inspector
1171,40,7.86,Lead Mechanic
1171,46,6.91,Inspector
1172,44,3.82,Inspector
1172,43,0.75,Assistant Mechanic
1173,34,6.19,Lead Mechanic
1173,3,4.35,Electric Specialist
1174,32,7.46,Lead Mechanic
1175,17,2.89,Assistant Mechanic
1175,36,4.18,Lead Mechanic
1175,6,1.04,Assistant Mechanic
1176,21,0.61,Assistant Mechanic
1176,45,7.76,Electric Specialist
1177,16,1.91,Inspector
1178,26,6.81,Assistant Mechanic
1179,13,3.4,Lead Mechanic
1180,46,4.72,Lead Mechanic
1180,38,6.5,Lead Mechanic
1180,30,2.09,Electric Specialist
1181,27,3.41,Electric Specialist
1182,8,3.8,Electric Specialist
1182,38,6.4,Electric Specialist
1183,5,3.51,Electric Specialist
1183,25,1.21,Inspector
1183,12,0.98,Assistant Mechanic
1184,43,3.23,Electric Specialist
1184,45,0.81,Electric Specialist
1185,11,7.92,Lead Mechanic
1186,29,1.05,Assistant Mechanic
1187,23,1.42,Electric Specialist
1188,2,6.16,Electric Specialist
1188,39,2.14,Electric Specialist
1188,26,4.06,Inspector
1189,40,6.79,Assistant Mechanic
1189,10,3.73,Electric Specialist
1189,36,6.01,Electric Specialist
1190,18,2.75,Inspector
1190,1,7.44,Lead Mechanic
1190,21,1.46,Electric Specialist
1191,9,6.02,Electric Specialist
1192,31,0.59,Inspector
1193,40,6.89,Electric Specialist
1193,44,4.13,Inspector
1194,42,6.2,Electric Specialist
1194,39,4.66,Lead Mechanic
1194,9,7.79,Assistant Mechanic
1195,23,2.25,Lead Mechanic
1195,39,4.93,Assistant Mechanic
1195,33,3.65,Electric Specialist
1196,11,2.87,Lead Mechanic
1196,8,7.32,Assistant Mechanic
1197,26,4.91,Lead Mechanic
1197,5,5.93,Assistant Mechanic
1197,1,4.09,Inspector
1198,43,1.93,Assistant Mechanic
1198,23,7.82,Electric Specialist
1199,41,7.53,Assistant Mechanic
1199,30,3.66,Inspector
1199,15,7.97,Assistant Mechanic
1200,43,6.29,Electric Specialist
1200,27,2.09,Lead Mechanic
1201,9,3.05,Assistant Mechanic
1201,13,4.14,Inspector
1202,19,0.78,Electric Specialist
1203,45,6.06,Electric Specialist
1204,32,3.51,Inspector
1205,34,6.96,Inspector
1205,46,4.41,Lead Mechanic
1206,21,7.92,Lead Mechanic
1206,25,2.22,Lead Mechanic
1206,17,3.51,Electric Specialist
1207,10,5.1,Electric Specialist
1208,40,2.78,Lead Mechanic
1209,23,7.03,Lead Mechanic
1210,38,5.43,Lead Mechanic
1210,4,3.52,Lead Mechanic
1210,5,0.94,Electric Specialist
1211,22,5.65,Assistant Mechanic
1211,38,5.31,Assistant Mechanic
1211,24,5.62,Assistant Mechanic
1212,11,4.06,Lead Mechanic
1212,15,3.01,Inspector
1213,10,7.66,Electric Specialist
1214,11,4.11,Inspector
1215,45,2.62,Lead Mechanic
1215,12,3.32,Assistant Mechanic
1216,22,6.12,Inspector
1216,39,5.88,Electric Specialist
1217,4,6.14,Electric Specialist
1217,10,5.29,Lead Mechanic
1217,14,0.82,Inspector
1218,20,6.06,Electric Specialist
1218,3,3.88,Inspector
1219,24,4.44,Electric Specialist
1220,21,2.65,Lead Mechanic
1220,44,5.25,Electric Specialist
1220,9,5.76,Lead Mechanic
1221,42,7.92,Lead Mechanic
1221,24,3.9,Electric Specialist
1222,17,4.84,Assistant Mechanic
1222,20,6.99,Assistant Mechanic
1223,20,4.66,Lead Mechanic
1224,26,6.86,Lead Mechanic
1224,20,6.93,Assistant Mechanic
1224,11,3.5,Inspector
1225,21,7.99,Electric Specialist
1225,6,0.88,Assistant Mechanic
1225,38,5.81,Assistant Mechanic
1226,44,7.32,Electric Specialist
1226,22,4.2,Assistant Mechanic
1227,25,2.77,Inspector
1227,9,7.25,Lead Mechanic
1228,35,0.99,Inspector
1228,43,4.42,Lead Mechanic
1229,40,3.2,Electric Specialist
1229,46,1.28,Electric Specialist
1229,25,5.1,Lead Mechanic
1230,5,6.64,Electric Specialist
1230,38,4.54,Inspector
1230,15,4.09,Lead Mechanic
1231,12,5.86,Electric Specialist
1232,32,5.59,Inspector
1232,1,2.81,Electric Specialist
1233,35,3.4,Inspector
1234,5,0.89,Lead Mechanic
1234,15,4.55,Electric Specialist
1234,39,1.55,Assistant Mechanic
1235,45,5.26,Lead Mechanic
1235,21,2.61,Electric Specialist
1236,38,2.13,Lead Mechanic
1237,6,0.98,Inspector
1237,12,6.39,Inspector
1237,46,2.22,Inspector
1238,41,1.51,Inspector
1239,11,6.97,Electric Specialist
1240,45,7.67,Lead Mechanic
1240,12,3.69,Inspector
1241,27,6.82,Lead Mechanic
1241,3,5.81,Inspector
1242,5,1.39,Assistant Mechanic
1242,46,0.72,Inspector
1243,10,6.36,Lead Mechanic
1244,24,5.9,Electric Specialist
1244,17,7.87,Electric Specialist
1245,6,0.98,Lead Mechanic
1245,42,2.84,Inspector
1245,18,1.52,Electric Specialist
1246,19,4.3,Lead Mechanic
1246,28,6.55,Lead Mechanic
1247,44,5.7,Assistant Mechanic
1247,17,3.35,Inspector
1247,40,5.78,Lead Mechanic
1248,33,6.0,Electric Specialist
1248,24,2.57,Lead Mechanic
1248,19,7.0,Electric Specialist
1249,36,1.31,Assistant Mechanic
1250,14,1.08,Inspector
1251,35,3.61,Lead Mechanic
1251,26,1.81,Inspector
1251,15,3.26,Inspector
1252,46,3.85,Assistant Mechanic
1252,41,6.92,Inspector
1252,39,7.06,Electric Specialist
1253,4,3.1,Assistant Mechanic
1254,45,7.1,Assistant Mechanic
1254,19,5.16,Lead Mechanic
1254,13,5.83,Lead Mechanic
1255,6,5.85,Electric Specialist
1255,28,1.84,Assistant Mechanic
1255,3,4.74,Inspector
1256,41,1.96,Lead Mechanic
1256,28,2.93,Lead Mechanic
1256,6,0.56,Lead Mechanic
1257,32,2.43,Assistant Mechanic
1258,10,7.96,Electric Specialist
1259,33,0.87,Electric Specialist
1259,25,4.0,Inspector
1259,3,3.85,Lead Mechanic
1260,24,3.39,Assistant Mechanic
1260,22,4.81,Inspector
1261,27,7.2,Lead Mechanic
1261,20,6.03,Inspector
1262,33,5.15,Lead Mechanic
1262,24,4.85,Lead Mechanic
1263,36,2.85,Lead Mechanic
1263,2,3.19,Lead Mechanic
1263,38,6.9,Assistant Mechanic
1264,26,5.96,Inspector
1264,9,6.0,Lead Mechanic
1265,7,3.23,Assistant Mechanic
1266,33,4.01,Lead Mechanic
1267,15,0.51,Assistant Mechanic
1268,27,7.44,Electric Specialist
1268,31,5.48,Electric Specialist
1269,42,5.99,Electric Specialist
1269,36,7.55,Lead Mechanic
1269,29,0.92,Lead Mechanic
1270,43,4.02,Assistant Mechanic
1270,5,7.23,Electric Specialist
1270,1,4.22,Assistant Mechanic
1271,34,3.13,Inspector
1271,22,6.83,Electric Specialist
1272,13,2.44,Inspector
1273,6,5.48,Lead Mechanic
1273,29,2.25,Inspector
1273,5,6.63,Lead Mechanic
1274,35,5.39,Inspector
1274,15,6.78,Inspector
1275,41,4.16,Electric Specialist
1276,4,2.06,Inspector
1276,28,2.06,Assistant Mechanic
1277,26,7.51,Assistant Mechanic
1277,14,2.39,Lead Mechanic
1277,25,7.78,Inspector
1278,23,3.64,Lead Mechanic
1279,26,3.74,Inspector
1279,23,2.09,Assistant Mechanic
1279,4,6.74,Lead Mechanic
1280,19,6.13,Electric Specialist
1280,4,4.77,Inspector
1281,18,4.33,Electric Specialist
1282,12,3.04,Assistant Mechanic
1282,30,7.38,Assistant Mechanic
1282,10,0.78,Assistant Mechanic
1283,10,1.19,Electric Specialist
1283,18,1.39,Inspector
1283,5,5.78,Electric Specialist
1284,16,5.81,Inspector
1284,8,7.59,Lead Mechanic
1285,22,1.49,Assistant Mechanic
1286,39,3.65,Electric Specialist
1286,16,0.8,Assistant Mechanic
1287,40,2.24,Lead Mechanic
1287,24,6.48,Electric Specialist
1287,7,6.27,Electric Specialist
1288,22,4.96,Lead Mechanic
1289,15,0.57,Electric Specialist
1290,25,2.76,Assistant Mechanic
1290,29,3.99,Electric Specialist
1291,39,3.47,Assistant Mechanic
1292,24,3.6,Inspector
1293,28,0.71,Assistant Mechanic
1294,10,0.98,Lead Mechanic
